Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,GlsP90,AssisP90,G+AP90,G-PBP90,G+A-PBP90,xGP90,xAGP90,xG+xAGP90,npxGP90,npxG+xAGP90
114,Nathan Camargo,br BRA,LT,Red Bull Bragantino,17,2005,1,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,10.0,0.00,000,000,000,000,000,000,044,044,000,044
115,Gustavo Campanharo,br BRA,LT,Internacional,30,1992,15,8,695,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.01,0.01,0.00,0.00,1.17,4.29,1.69,000,000,000,000,000,001,000,002,001,002
116,Camilo Cándido,uy URU,ZG,Bahia,27,1995,19,15,1.244,13.8,0.07,0.14,0.22,0.07,0.00,0.00,0.14,0.07,0.03,0.03,0.09,0.07,1.30,4.49,6.59,007,014,022,007,022,003,009,012,003,012
117,Luan Cândido,br BRA,ZG,Red Bull Bragantino,21,2001,22,11,1.082,12.0,0.08,0.08,0.17,0.08,0.00,0.00,0.25,0.00,0.15,0.15,0.10,0.17,1.58,4.58,3.50,008,008,017,008,017,015,010,024,015,024
118,Germán Cano,ar ARG,AT,Fluminense,34,1988,30,28,2.465,27.4,0.36,0.04,0.40,0.36,0.00,0.04,0.29,0.00,0.36,0.34,0.04,0.36,0.66,0.91,3.18,037,004,040,037,040,037,004,040,034,038
119,Agustín Canobbio,uy URU,"AT,LT",Ath Paranaense,24,1998,29,22,2.116,23.5,0.13,0.21,0.34,0.13,0.00,0.00,0.43,0.00,0.23,0.23,0.15,0.38,3.45,3.23,9.49,013,021,034,013,034,023,015,038,023,038
120,Víctor Cantillo,co COL,LT,Corinthians,29,1993,6,2,266,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.67,3.00,0.33,000,000,000,000,000,002,002,004,002,004
121,Manuel Capasso,ar ARG,ZG,Vasco da Gama,26,1996,9,6,554,6.2,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.02,0.02,0.00,0.00,0.16,2.42,0.16,000,000,000,000,000,001,000,001,001,001
122,Juninho Capixaba,br BRA,ZG,Red Bull Bragantino,25,1997,34,33,2.875,31.9,0.06,0.03,0.09,0.06,0.00,0.00,0.38,0.00,0.09,0.09,0.14,0.22,2.23,7.24,3.98,006,003,009,006,009,009,014,023,009,023
123,Gabriel Carabajal,ar ARG,LT,Vasco da Gama,31,1991,6,0,122,1.4,0.00,0.71,0.71,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.29,0.00,2.14,10.0,7.86,000,074,074,000,074,013,028,041,013,041
124,Felipe Carballo,uy URU,LT,Grêmio,26,1996,22,21,1.540,17.1,0.06,0.06,0.12,0.06,0.00,0.00,0.18,0.00,0.09,0.09,0.07,0.12,1.35,5.09,2.63,006,006,012,006,012,009,007,016,009,016
125,Johnny Cardoso,us USA,LT,Internacional,21,2001,22,20,1.607,17.9,0.11,0.11,0.22,0.11,0.00,0.00,0.39,0.00,0.06,0.06,0.06,0.11,1.01,3.91,1.34,011,011,022,011,022,006,006,012,006,012
126,Ed Carlos,br BRA,"LT,AT",Santos,21,2001,4,0,36,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,2.50,000,000,000,000,000,006,011,017,006,017
127,João Carlos,br BRA,G,Cuiabá,34,1988,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
128,Ryan Carlos,br BRA,ZG,Bahia,20,2002,9,5,578,6.4,0.00,0.16,0.16,0.00,0.00,0.00,0.47,0.00,0.02,0.02,0.08,0.00,3.28,6.56,6.88,000,016,016,000,016,001,008,009,001,009
129,Alan Carvalho,cn CHN,LT,Fluminense,33,1989,1,1,45,0.5,2.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,1.20,1.20,0.00,0.00,0.00,0.00,2.00,200,000,200,200,200,127,000,127,127,127
130,Breno Cascardo,br BRA,LT,América (MG),19,2003,24,13,1.162,12.9,0.08,0.00,0.08,0.08,0.00,0.00,0.16,0.00,0.10,0.10,0.04,0.08,2.17,6.20,3.02,008,000,008,008,008,010,004,014,010,014
131,Cássio,br BRA,G,Corinthians,35,1987,37,37,3.310,36.8,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
132,Luciano Castán,br BRA,ZG,Cruzeiro,33,1989,36,36,3.210,35.7,0.03,0.00,0.03,0.03,0.00,0.00,0.20,0.00,0.04,0.04,0.01,0.03,0.64,3.47,0.20,003,000,003,003,003,004,001,004,004,004
133,Iury de Castilho,br BRA,AT,Cuiabá,27,1995,10,4,398,4.4,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.14,0.14,0.05,0.00,2.50,2.05,5.91,000,000,000,000,000,013,005,017,013,017
134,Matheus Cavichioli,br BRA,G,América (MG),36,1986,15,15,1.348,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
135,Juan Cazares,ec ECU,"LT,AT",América (MG),30,1992,12,1,283,3.1,0.00,0.32,0.32,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.35,0.32,1.61,5.81,7.42,000,032,032,000,032,009,034,042,009,042
136,Brayan Ceballos,co COL,ZG,Fortaleza,21,2001,3,2,206,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.04,0.04,0.00,0.00,0.43,1.74,0.00,000,000,000,000,000,005,000,005,005,005
137,Pablo Ceppelini,uy URU,LT,Cuiabá,31,1991,21,12,997,11.1,0.00,0.27,0.27,0.00,0.00,0.00,0.27,0.00,0.10,0.10,0.20,0.27,2.07,6.67,5.23,000,027,027,000,027,010,020,030,010,030
138,Murilo Cerqueira,br BRA,ZG,Palmeiras,25,1997,25,24,2.165,24.1,0.12,0.08,0.21,0.12,0.00,0.00,0.25,0.04,0.04,0.04,0.07,0.08,0.58,3.36,0.04,012,008,021,012,021,004,007,011,004,011
139,Ricardo Cerqueira,br BRA,LT,Cuiabá,20,2002,1,0,8,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
140,Júlio César,br BRA,ZG,América (MG),19,2003,9,6,595,6.6,0.00,0.15,0.15,0.00,0.00,0.00,0.15,0.00,0.03,0.03,0.00,0.00,0.45,3.18,0.15,000,015,015,000,015,003,001,004,003,004
141,Reynaldo Cesar Moraes,br BRA,ZG,Cruzeiro,26,1997,2,1,66,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,000,000,000,000,000,000,000,000,000,000
142,Reynaldo Cesar Moraes,br BRA,ZG,Coritiba,26,1997,6,1,245,2.7,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
143,Kayky Chagas,br BRA,"AT,LT",Bahia,19,2003,10,6,410,4.6,0.43,0.22,0.65,0.43,0.00,0.00,0.43,0.00,0.33,0.33,0.13,0.43,3.48,3.48,7.17,044,022,066,044,066,032,014,045,032,045
144,Jhon Chancellor,ve VEN,ZG,Coritiba,31,1992,4,3,303,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,000,000,000,000,000,001,000,001,001,001
145,Gabriel Chapecó,br BRA,G,Grêmio,22,2000,31,31,2.790,31.0,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
146,Gabriel Chaves,br BRA,"AT,LT",Vasco da Gama,21,2001,37,29,2.612,29.0,0.28,0.14,0.41,0.28,0.00,0.00,0.21,0.00,0.31,0.31,0.17,0.48,3.17,1.14,7.03,028,014,041,028,041,031,017,049,031,049
147,Jhoanner Chávez,ec ECU,"ZG,LT",Bahia,20,2002,10,7,589,6.5,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.03,0.03,0.08,0.00,1.85,2.62,7.54,000,000,000,000,000,003,008,011,003,011
148,Chiqueti,br BRA,LT,Ath Paranaense,17,2005,1,0,15,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
149,Christian,br BRA,"LT,AT",Ath Paranaense,22,2000,21,14,1.362,15.1,0.26,0.00,0.26,0.26,0.00,0.00,0.07,0.00,0.18,0.18,0.09,0.26,1.52,4.57,4.70,026,000,026,026,026,018,009,027,018,027
150,Cicinho,bg BUL,ZG,Bahia,34,1988,13,9,753,8.4,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.05,0.05,0.04,0.00,2.02,3.21,4.29,000,000,000,000,000,005,004,009,005,009
151,Cipriano,br BRA,ZG,Red Bull Bragantino,20,2002,1,1,75,0.8,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
152,Marcelo Cirino,br BRA,"AT,LT",Ath Paranaense,31,1992,4,1,102,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.36,0.36,0.09,0.00,0.91,0.91,5.45,000,000,000,000,000,033,007,041,033,041
153,Léo Cittadini,br BRA,LT,Bahia,28,1994,7,1,139,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.07,0.07,0.00,0.00,2.00,5.33,5.33,000,000,000,000,000,004,002,006,004,006
154,Léo Cittadini,br BRA,"LT,AT",Ath Paranaense,28,1994,5,3,201,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.32,0.00,1.36,3.64,3.18,000,000,000,000,000,007,033,039,007,039
155,Mateus Claus,br BRA,G,Bahia,28,1994,1,0,53,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
156,Clayson,br BRA,"AT,LT",Cuiabá,27,1995,23,22,1.639,18.2,0.38,0.11,0.49,0.22,0.16,0.16,0.16,0.05,0.25,0.12,0.10,0.22,2.75,3.74,6.81,038,011,049,022,033,025,011,035,012,022
157,Mateus Cocão,br BRA,LT,Vasco da Gama,20,2002,9,3,347,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.10,0.10,0.15,0.26,0.00,5.90,1.54,000,000,000,000,000,010,017,026,010,026
158,Diego Costa,es ESP,AT,Botafogo (RJ),34,1988,13,3,517,5.7,0.53,0.00,0.53,0.53,0.00,0.00,1.05,0.00,0.33,0.33,0.02,0.35,1.58,2.46,7.37,052,000,052,052,052,033,002,035,033,035
159,Philippe Costa,br BRA,AT,Goiás,22,2000,4,0,109,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.50,0.00,0.00,1.67,3.33,000,000,000,000,000,019,047,066,019,066
160,Talles Costa,br BRA,"LT,AT",São Paulo,20,2002,7,1,135,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.13,0.13,0.00,0.00,3.33,6.67,4.00,000,000,000,000,000,016,001,017,016,017
161,Lucas Crispim,br BRA,"LT,ZG",Fortaleza,28,1994,17,5,488,5.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.07,0.00,2.04,9.07,4.26,000,000,000,000,000,004,008,012,004,012
162,Franco Cristaldo,ar ARG,"LT,AT",Grêmio,26,1996,34,31,2.131,23.7,0.34,0.21,0.55,0.21,0.13,0.17,0.00,0.00,0.28,0.15,0.19,0.34,0.97,5.53,5.99,034,021,055,021,042,028,019,047,015,034
163,Tomás Cuello,ar ARG,"LT,AT",Ath Paranaense,22,2000,32,22,2.055,22.8,0.00,0.18,0.18,0.00,0.00,0.00,0.22,0.00,0.07,0.07,0.21,0.26,3.55,3.11,7.59,000,018,018,000,018,007,020,027,007,027
164,Víctor Cuesta,ar ARG,ZG,Botafogo (RJ),34,1988,35,35,3.150,35.0,0.03,0.03,0.06,0.03,0.00,0.00,0.26,0.00,0.07,0.06,0.02,0.09,0.29,3.43,0.20,003,003,006,003,006,007,002,009,006,009
165,Cuiabano,br BRA,"ZG,LT",Grêmio,19,2003,11,5,490,5.4,0.19,0.00,0.19,0.19,0.00,0.00,0.56,0.00,0.13,0.13,0.04,0.00,2.41,2.96,6.30,018,000,018,018,018,014,003,017,014,017
166,Lucas Cunha,br BRA,ZG,Red Bull Bragantino,26,1997,1,1,70,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,000,000,000,000,000,000,002,002,000,002
167,Matheus Cunha,br BRA,G,Flamengo,21,2001,19,18,1.580,17.6,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,000,000,000,000,000,000,000,000,000,000
168,Ian Custódio,br BRA,ZG,Palmeiras,19,2003,1,0,17,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
169,João Dalla Corte,br BRA,ZG,Internacional,16,2006,1,0,20,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,000,000,000,000,000,000,000,000,000,000
170,Danielzinho,br BRA,"AT,LT",Bahia,27,1996,5,0,79,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,4.44,22.2,4.44,000,000,000,000,000,005,027,031,005,031
171,Danielzinho,br BRA,AT,Ath Paranaense,20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000
172,Danielzinho,br BRA,LT,Fluminense,27,1996,12,8,612,6.8,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.06,0.06,0.19,0.15,2.79,9.56,3.09,000,000,000,000,000,005,018,024,005,024
173,David,br BRA,"AT,LT",São Paulo,27,1995,22,6,733,8.1,0.25,0.25,0.49,0.25,0.00,0.00,0.62,0.00,0.38,0.38,0.15,0.49,2.96,3.09,9.88,025,025,049,025,049,038,014,052,038,052
174,Giorgian De Arrascaeta,uy URU,"LT,AT",Flamengo,28,1994,28,22,1.842,20.5,0.34,0.29,0.63,0.34,0.00,0.00,0.15,0.00,0.24,0.24,0.27,0.49,1.85,7.41,8.29,034,029,064,034,064,024,027,051,024,051
175,Sergio Antonio De Luiz Junior,br BRA,"LT,ZG",Vasco da Gama,27,1995,9,5,359,4.0,0.50,0.00,0.50,0.50,0.00,0.00,0.50,0.00,0.35,0.35,0.10,0.25,1.00,2.50,8.00,050,000,050,050,050,034,009,043,034,043
176,Denilson,br BRA,LT,Cuiabá,21,2001,33,23,1.908,21.2,0.05,0.14,0.19,0.05,0.00,0.00,0.38,0.00,0.06,0.06,0.12,0.14,1.65,6.04,2.97,005,014,019,005,019,006,012,018,006,018
177,Denzel,br BRA,AT,Goiás,20,2003,1,0,25,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,6.67,000,000,000,000,000,000,000,000,000,000
178,Deyverson,br BRA,AT,Cuiabá,31,1991,36,34,2.906,32.3,0.37,0.06,0.43,0.28,0.09,0.12,0.19,0.00,0.38,0.29,0.08,0.37,0.53,2.26,4.71,037,006,043,028,034,038,008,046,029,037
179,Leonel Di Plácido,ar ARG,ZG,Botafogo (RJ),29,1994,32,25,2.355,26.2,0.04,0.15,0.19,0.04,0.00,0.00,0.19,0.00,0.01,0.01,0.10,0.08,2.18,4.05,3.21,004,015,019,004,019,001,009,010,001,010
180,Gabriel Dias,br BRA,ZG,Vasco da Gama,28,1994,1,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
181,Jean Dias,br BRA,"AT,LT",Internacional,32,1990,10,1,321,3.6,0.28,0.28,0.56,0.28,0.00,0.00,0.28,0.00,0.28,0.28,0.08,0.28,3.33,1.39,7.22,028,028,056,028,056,028,009,037,028,037
182,Luan Dias,br BRA,"LT,AT",Santos,25,1997,8,1,191,2.1,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,3.33,2.86,1.43,000,000,000,000,000,000,002,002,000,002
183,Matheus Dias,br BRA,"LT,AT",Internacional,25,1997,14,6,405,4.5,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.02,0.02,0.02,0.00,2.00,3.56,3.56,000,000,000,000,000,003,002,006,003,006
184,Diego,br BRA,ZG,São Paulo,23,1999,23,20,1.744,19.4,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.03,0.03,0.01,0.00,0.10,3.14,0.05,000,000,000,000,000,003,000,003,003,003
185,Dieguinho,br BRA,"ZG,AT",Goiás,27,1995,15,12,1.080,12.0,0.00,0.08,0.08,0.00,0.00,0.00,0.25,0.00,0.03,0.03,0.07,0.08,2.25,3.50,2.83,000,008,008,000,008,003,007,010,003,010
186,Diogo,br BRA,"AT,LT",Coritiba,26,1996,15,9,756,8.4,0.12,0.12,0.24,0.12,0.00,0.00,0.24,0.00,0.32,0.32,0.04,0.24,0.83,1.19,3.10,012,012,024,012,024,032,003,035,032,035
187,Dodi,br BRA,LT,Santos,26,1996,28,20,1.721,19.1,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.05,0.05,0.03,0.05,0.99,1.41,0.94,000,000,000,000,000,004,003,007,004,007
188,Dodô,br BRA,ZG,Atlético Mineiro,30,1992,1,1,59,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,11.4,10.0,000,000,000,000,000,003,000,003,003,003
189,Dodô,br BRA,ZG,Santos,30,1992,18,18,1.426,15.8,0.00,0.06,0.06,0.00,0.00,0.00,0.25,0.00,0.03,0.03,0.11,0.13,1.65,5.19,2.66,000,006,006,000,006,003,011,014,003,014
190,Dodô,br BRA,"LT,AT",Goiás,21,2001,15,0,323,3.6,0.56,0.00,0.56,0.56,0.00,0.00,0.28,0.00,0.33,0.33,0.11,0.28,1.94,3.61,2.50,056,000,056,056,056,034,012,046,034,046
191,Thiago Dombroski,br BRA,ZG,Coritiba,20,2002,7,7,504,5.6,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.02,0.02,0.00,0.00,0.89,3.75,0.00,000,000,000,000,000,002,000,002,002,002
192,Halerrandrio dos Santos,br BRA,LT,Goiás,16,2006,1,0,29,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,10.0,000,000,000,000,000,007,000,007,007,007
193,Thiago dos Santos,br BRA,"ZG,LT",Fluminense,33,1989,16,9,819,9.1,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.11,0.02,0.02,0.01,0.00,1.10,5.49,0.33,000,000,000,000,000,002,001,004,002,004
194,Henrique Dourado,br BRA,AT,Cruzeiro,33,1989,11,2,342,3.8,0.26,0.00,0.26,0.26,0.00,0.00,0.53,0.00,0.61,0.61,0.18,0.79,1.05,1.05,5.00,026,000,026,026,026,061,017,078,061,078
195,David Duarte,br BRA,ZG,Bahia,28,1995,11,10,867,9.6,0.10,0.00,0.10,0.10,0.00,0.00,0.31,0.00,0.06,0.06,0.00,0.00,0.52,1.77,0.00,010,000,010,010,010,006,000,006,006,006
196,Dudu,br BRA,LT,Ath Paranaense,17,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000
197,Dudu,br BRA,AT,Palmeiras,31,1992,14,14,1.076,12.0,0.25,0.25,0.50,0.25,0.00,0.00,0.00,0.00,0.20,0.20,0.28,0.42,6.50,6.17,10.6,025,025,050,025,050,020,028,049,020,049
198,Éberth,br BRA,AT,Coritiba,19,2003,1,0,25,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,6.67,000,000,000,000,000,012,000,012,012,012
199,Edenílson,br BRA,"LT,AT",Atlético Mineiro,33,1989,28,15,1.368,15.2,0.07,0.13,0.20,0.07,0.00,0.00,0.07,0.00,0.03,0.03,0.12,0.13,1.58,3.75,3.29,007,013,020,007,020,003,012,015,003,015
200,Eder,br BRA,ZG,América (MG),27,1995,24,17,1.566,17.4,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.06,0.02,0.02,0.01,0.00,0.52,3.10,0.23,000,000,000,000,000,002,001,003,002,003
201,EDU,br BRA,ZG,Goiás,22,2000,9,4,435,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.08,0.08,0.02,0.00,0.21,2.08,0.00,000,000,000,000,000,008,001,009,008,009
202,Edu,br BRA,"AT,LT",Coritiba,29,1993,10,2,320,3.6,0.56,0.00,0.56,0.56,0.00,0.00,0.00,0.00,0.69,0.69,0.11,0.83,1.39,1.94,4.72,056,000,056,056,056,072,012,083,072,083
203,Carlos Eduardo,br BRA,"LT,AT",Atlético Mineiro,18,2004,2,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,000,000,000,000,000,010,000,010,010,010
204,Carlos Eduardo,br BRA,LT,Botafogo (RJ),33,1989,34,32,2.670,29.7,0.20,0.20,0.40,0.20,0.00,0.00,0.17,0.03,0.19,0.19,0.20,0.37,1.18,5.25,3.00,020,020,040,020,040,018,020,038,018,038
205,Eguinaldo,br BRA,"AT,LT",Vasco da Gama,18,2004,4,0,67,0.7,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.14,0.14,0.00,0.00,1.43,2.86,2.86,000,000,000,000,000,008,005,013,008,013
206,Rafael Elias,br BRA,AT,Cruzeiro,23,1999,12,6,540,6.0,0.17,0.00,0.17,0.17,0.00,0.00,0.50,0.00,0.42,0.42,0.08,0.50,1.33,1.67,6.00,017,000,017,017,017,042,008,050,042,050
207,Rodrigo Ely,br BRA,ZG,Grêmio,29,1993,9,8,665,7.4,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.01,0.00,0.14,0.95,0.00,000,000,000,000,000,000,001,001,000,001
208,Lucas Emmanuel,br BRA,AT,Goiás,22,2000,2,0,55,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,000,000,000,000,000,000,000,000,000,000
209,Leandro Emmanuel Martínez,ar ARG,LT,América (MG),28,1994,35,29,2.541,28.2,0.04,0.18,0.21,0.04,0.00,0.00,0.14,0.00,0.12,0.12,0.16,0.25,2.48,5.50,3.69,004,018,021,004,021,012,016,027,012,027
210,Alan Empereur,br BRA,ZG,Cuiabá,28,1994,33,33,2.950,32.8,0.03,0.03,0.06,0.03,0.00,0.00,0.27,0.00,0.02,0.02,0.02,0.03,0.95,4.21,0.21,003,003,006,003,006,001,002,004,001,004
211,Endrick,br BRA,AT,Palmeiras,16,2006,31,18,1.558,17.3,0.64,0.00,0.64,0.64,0.00,0.06,0.23,0.00,0.47,0.42,0.10,0.52,3.35,2.60,5.78,064,000,064,064,064,047,011,057,042,053
212,Erick,br BRA,LT,Ath Paranaense,25,1997,33,30,2.499,27.8,0.14,0.14,0.29,0.14,0.00,0.00,0.25,0.00,0.19,0.19,0.11,0.29,0.97,4.46,1.33,014,014,029,014,029,019,011,030,019,030
213,Erison,br BRA,"AT,LT",São Paulo,23,1999,13,3,391,4.3,0.23,0.23,0.47,0.00,0.23,0.23,0.70,0.00,0.42,0.23,0.09,0.23,2.56,0.47,6.51,023,023,046,000,023,041,010,051,023,033
214,Gonzalo Escobar,ar ARG,ZG,Fortaleza,25,1997,13,6,579,6.4,0.00,0.16,0.16,0.00,0.00,0.00,0.63,0.00,0.05,0.05,0.03,0.00,1.72,3.91,8.28,000,016,016,000,016,004,004,008,004,008
215,Lucas Esquivel,ar ARG,ZG,Ath Paranaense,21,2001,19,18,1.651,18.3,0.00,0.05,0.05,0.00,0.00,0.00,0.16,0.00,0.01,0.01,0.08,0.05,1.53,3.77,2.57,000,005,005,000,005,001,007,009,001,009
216,Estevão,br BRA,LT,Internacional,20,2002,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,000,000,000,000,000,019,000,019,019,019
217,Estevão,br BRA,ZG,Palmeiras,16,2006,1,0,13,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
218,Vitor Eudes,br BRA,G,Fluminense,24,1998,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
219,Lucas Evangelista,br BRA,LT,Red Bull Bragantino,27,1995,33,32,2.722,30.2,0.03,0.20,0.23,0.03,0.00,0.00,0.20,0.00,0.12,0.12,0.24,0.33,1.13,5.46,5.00,003,020,023,003,023,012,023,036,012,036
220,Everaldo,br BRA,"AT,LT",América (MG),28,1994,21,15,1.233,13.7,0.07,0.22,0.29,0.07,0.00,0.00,0.51,0.00,0.09,0.09,0.16,0.22,3.94,3.80,7.37,007,022,029,007,029,009,016,025,009,025
221,Éverson,br BRA,G,Atlético Mineiro,32,1990,36,36,3.240,36.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,000,000,000,000,000,000,000,000,000,000
222,Everton,br BRA,"AT,LT",Grêmio,25,1997,28,9,1.212,13.5,0.44,0.15,0.59,0.44,0.00,0.00,0.15,0.00,0.26,0.26,0.08,0.30,1.56,3.70,4.74,045,015,059,045,059,026,008,035,026,035
223,Bruno Fabiano Alves,br BRA,ZG,Grêmio,31,1991,29,27,2.450,27.2,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.02,0.02,0.00,0.00,0.22,1.32,0.04,000,000,000,000,000,002,000,002,002,002
224,Fabinho,br BRA,LT,Palmeiras,20,2002,24,3,587,6.5,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.11,0.11,0.02,0.00,1.23,6.77,1.08,000,000,000,000,000,010,001,012,010,012
225,Fábio,br BRA,G,Fluminense,42,1980,35,35,3.150,35.0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
226,Fábio,br BRA,"ZG,LT",Grêmio,32,1990,15,12,871,9.7,0.00,0.21,0.21,0.00,0.00,0.00,0.52,0.00,0.02,0.02,0.08,0.10,2.37,4.33,7.22,000,021,021,000,021,002,008,010,002,010
