Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,GlsP90,AssisP90,G+AP90,G-PBP90,G+A-PBP90,xGP90,xAGP90,xG+xAGP90,npxGP90,npxG+xAGP90
601,João Ricardo Riedi,br BRA,G,Fortaleza,34,1988,32,32,2.868,31.9,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,000,000,000,000,000,000,000,000,000,000
602,Zé Ricardo,br BRA,LT,Goiás,23,1999,13,13,1.070,11.9,0.00,0.08,0.08,0.00,0.00,0.00,0.42,0.00,0.03,0.03,0.07,0.08,1.34,7.39,0.92,000,008,008,000,008,003,007,010,003,010
603,Richard,br BRA,LT,Cruzeiro,28,1994,4,4,345,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.11,0.11,0.03,0.00,0.26,2.11,1.05,000,000,000,000,000,011,002,012,011,012
604,Rikelme,br BRA,ZG,Cuiabá,19,2003,31,27,2.338,26.0,0.04,0.04,0.08,0.04,0.00,0.00,0.12,0.00,0.03,0.03,0.05,0.08,0.85,3.12,3.73,004,004,008,004,008,003,005,008,003,008
605,Tomás Rincón,ve VEN,LT,Santos,35,1988,16,14,1.187,13.2,0.15,0.08,0.23,0.15,0.00,0.00,0.38,0.00,0.11,0.11,0.05,0.15,0.68,2.95,1.14,015,008,023,015,023,011,005,015,011,015
606,Richard Ríos,co COL,LT,Palmeiras,22,2000,37,20,1.853,20.6,0.10,0.05,0.15,0.10,0.00,0.00,0.29,0.00,0.06,0.06,0.05,0.10,1.99,3.06,3.25,010,005,015,010,015,006,005,010,006,010
607,Robert,br BRA,"LT,AT",Cruzeiro,17,2005,9,1,186,2.1,0.48,0.00,0.48,0.48,0.00,0.00,0.48,0.00,0.48,0.48,0.00,0.48,1.90,0.00,9.05,048,000,048,048,048,050,001,052,050,052
608,Zé Roberto,br BRA,"AT,LT",Coritiba,29,1993,10,7,523,5.8,0.17,0.17,0.34,0.17,0.00,0.00,0.69,0.17,0.07,0.07,0.12,0.17,1.21,2.41,4.66,017,017,034,017,034,006,013,019,006,019
609,Robson,br BRA,"LT,AT",Coritiba,31,1991,32,30,2.351,26.1,0.46,0.15,0.61,0.19,0.27,0.31,0.50,0.00,0.41,0.16,0.09,0.23,1.23,2.61,5.59,046,015,061,019,034,040,009,049,016,025
610,Kaique Rocha,br BRA,ZG,Ath Paranaense,21,2001,10,7,649,7.2,0.14,0.00,0.14,0.14,0.00,0.00,0.28,0.00,0.03,0.03,0.01,0.00,0.28,1.25,0.00,014,000,014,014,014,003,001,004,003,004
611,Marcos Rocha,br BRA,ZG,Palmeiras,34,1988,20,15,1.264,14.0,0.07,0.07,0.14,0.07,0.00,0.00,0.07,0.00,0.03,0.03,0.06,0.07,1.43,6.79,2.21,007,007,014,007,014,003,006,009,003,009
612,Pedro Rocha Neves,br BRA,AT,Fortaleza,28,1994,3,0,34,0.4,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.25,0.00,5.00,0.00,7.50,000,000,000,000,000,000,017,017,000,017
613,Sergio Rochet,uy URU,G,Internacional,29,1993,19,19,1.710,19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,000,000,000,000,000,000,000,000,000,000
614,Rodrigo,br BRA,"LT,AT",São Paulo,18,2004,11,1,232,2.6,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.00,0.04,0.04,0.00,0.00,5.00,3.08,8.08,000,000,000,000,000,005,000,005,005,005
615,James Rodríguez,co COL,"LT,AT",São Paulo,31,1991,12,9,635,7.1,0.14,0.28,0.42,0.14,0.00,0.14,0.00,0.00,0.28,0.10,0.17,0.14,1.69,9.15,6.20,014,028,043,014,043,028,017,046,009,027
616,Rodriguinho,br BRA,"ZG,LT",América (MG),19,2003,20,15,1.247,13.9,0.14,0.22,0.36,0.14,0.00,0.00,0.07,0.00,0.04,0.04,0.20,0.22,3.60,2.59,6.91,014,022,036,014,036,004,020,024,004,024
617,Matías Rojas,py PAR,"LT,AT",Corinthians,27,1995,15,7,634,7.0,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.00,0.11,0.11,0.14,0.14,1.86,4.29,3.86,000,014,014,000,014,011,014,026,011,026
618,Romarinho,br BRA,"AT,LT",Fortaleza,28,1994,11,2,288,3.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.28,0.31,6.56,5.63,9.38,000,000,000,000,000,017,029,046,017,046
619,Ángel Romero,py PAR,AT,Corinthians,30,1992,22,13,1.196,13.3,0.60,0.08,0.68,0.60,0.00,0.00,0.15,0.00,0.29,0.29,0.20,0.45,3.08,3.68,9.85,060,008,068,060,068,029,020,048,029,048
620,Silvio Romero,ar ARG,AT,Fortaleza,34,1988,17,3,398,4.4,0.45,0.23,0.68,0.45,0.00,0.00,0.45,0.00,0.36,0.36,0.27,0.45,0.68,1.14,6.14,045,023,068,045,068,036,026,062,036,062
621,Rômulo,br BRA,"AT,LT",Ath Paranaense,20,2002,18,5,509,5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.26,0.26,0.02,0.18,2.28,1.93,6.84,000,000,000,000,000,027,002,029,027,029
622,Romulo,br BRA,"LT,ZG",Internacional,22,2000,20,12,1.216,13.5,0.07,0.00,0.07,0.07,0.00,0.00,0.15,0.00,0.07,0.07,0.01,0.07,0.89,2.74,2.15,007,000,007,007,007,008,001,009,008,009
623,Ronald,br BRA,LT,Grêmio,19,2003,10,5,418,4.6,0.22,0.00,0.22,0.22,0.00,0.00,0.22,0.00,0.13,0.13,0.07,0.00,0.65,4.57,0.87,022,000,022,022,022,012,007,019,012,019
624,Ronald,br BRA,LT,Cuiabá,25,1997,21,4,585,6.5,0.31,0.15,0.46,0.31,0.00,0.00,0.31,0.00,0.12,0.12,0.15,0.15,3.69,7.54,3.23,031,015,046,031,046,013,015,028,013,028
625,Budiga Roni,br BRA,LT,Corinthians,23,1999,15,7,676,7.5,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.01,0.01,0.04,0.00,0.53,3.20,0.13,000,000,000,000,000,001,004,005,001,005
626,Lucas Ronier,br BRA,"AT,LT",Coritiba,18,2004,2,0,55,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,6.67,5.00,5.00,000,000,000,000,000,000,000,000,000,000
627,Rony,br BRA,AT,Palmeiras,27,1995,30,19,1.639,18.2,0.27,0.00,0.27,0.27,0.00,0.00,0.16,0.00,0.34,0.34,0.09,0.38,0.93,0.60,5.44,027,000,027,027,027,034,009,042,034,042
628,Vitor Roque,br BRA,AT,Ath Paranaense,17,2005,25,19,1.714,19.0,0.63,0.16,0.79,0.63,0.00,0.00,0.32,0.00,0.46,0.46,0.06,0.53,2.11,1.16,5.84,063,016,079,063,079,046,006,053,046,053
629,Diego Rosa,br BRA,"LT,ZG",Bahia,20,2002,11,0,246,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.00,1.11,4.81,1.85,000,000,000,000,000,012,002,013,012,013
630,Rossi,br BRA,"LT,AT",Vasco da Gama,29,1993,9,4,397,4.4,0.23,0.91,1.14,0.23,0.00,0.00,0.00,0.23,0.23,0.23,0.18,0.23,1.36,4.77,10.9,023,091,113,023,113,021,018,039,021,039
631,Agustín Rossi,ar ARG,G,Flamengo,27,1995,15,15,1.350,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
632,Rubens,br BRA,"ZG,LT",Atlético Mineiro,21,2001,24,14,1.352,15.0,0.07,0.07,0.13,0.07,0.00,0.00,0.33,0.00,0.07,0.07,0.07,0.13,2.60,3.53,5.87,007,007,013,007,013,007,007,014,007,014
633,Daniel Ruiz Rivera,co COL,"AT,LT",Santos,21,2001,9,2,247,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.04,0.04,0.19,0.00,1.85,3.70,5.56,000,000,000,000,000,004,017,021,004,021
634,Rwan,br BRA,"LT,AT",Vasco da Gama,21,2001,2,0,34,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.00,0.00,7.50,5.00,000,000,000,000,000,020,000,020,020,020
635,João Victor Santos Sá,br BRA,AT,Botafogo (RJ),28,1994,33,27,2.127,23.6,0.17,0.17,0.34,0.17,0.00,0.00,0.13,0.00,0.21,0.21,0.08,0.25,3.09,1.78,9.58,017,017,034,017,034,021,008,029,021,029
636,Arthur Sales,br BRA,"AT,LT",Bahia,20,2002,9,2,290,3.2,0.31,0.00,0.31,0.31,0.00,0.00,0.00,0.00,0.28,0.28,0.09,0.31,1.25,2.19,8.44,031,000,031,031,031,028,008,037,028,037
637,Andreas Samaris,gr GRE,LT,Coritiba,33,1989,4,4,183,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.05,0.05,0.00,0.00,0.50,4.00,0.00,000,000,000,000,000,003,001,004,003,004
638,Philipe Sampaio,br BRA,ZG,Botafogo (RJ),28,1994,12,4,498,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.02,0.02,0.00,0.00,0.73,2.91,0.00,000,000,000,000,000,003,001,003,003,003
639,Sander,br BRA,ZG,Goiás,32,1990,21,17,1.542,17.1,0.00,0.18,0.18,0.00,0.00,0.00,0.06,0.00,0.05,0.05,0.11,0.12,1.75,4.97,5.09,000,018,018,000,018,005,011,015,005,015
640,Sandry,br BRA,LT,Santos,20,2002,5,2,190,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.05,0.00,0.00,4.76,1.43,000,000,000,000,000,000,003,003,000,003
641,Alex Santana,br BRA,LT,Ath Paranaense,27,1995,21,9,1.002,11.1,0.27,0.00,0.27,0.27,0.00,0.00,0.54,0.09,0.11,0.11,0.02,0.09,1.80,4.14,1.53,027,000,027,027,027,010,001,012,010,012
642,Santos,br BRA,G,Flamengo,32,1990,6,5,490,5.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,000,000,000,000,000,000,000,000,000,000
643,Ademir Santos,br BRA,"AT,LT",Bahia,27,1995,33,19,1.740,19.3,0.31,0.05,0.36,0.31,0.00,0.00,0.31,0.00,0.42,0.42,0.11,0.52,4.30,3.83,9.43,031,005,036,031,036,042,011,053,042,053
644,Allyson Aires dos Santos,br BRA,ZG,Cuiabá,32,1990,16,14,1.133,12.6,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.03,0.03,0.00,0.00,0.40,1.35,0.00,000,000,000,000,000,003,000,003,003,003
645,Andrey Santos,br BRA,LT,Vasco da Gama,18,2004,6,6,421,4.7,0.21,0.00,0.21,0.21,0.00,0.00,0.64,0.00,0.26,0.26,0.02,0.21,0.85,2.98,2.55,021,000,021,021,021,026,002,028,026,028
646,Bruno Araújo dos Santos,br BRA,ZG,Goiás,29,1993,8,4,454,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.02,0.02,0.04,0.00,0.80,4.00,2.80,000,000,000,000,000,002,004,006,002,006
647,Eduardo Santos,br BRA,ZG,Red Bull Bragantino,25,1997,13,11,1.020,11.3,0.09,0.00,0.09,0.09,0.00,0.00,0.18,0.00,0.08,0.08,0.00,0.09,0.97,3.36,0.18,009,000,009,009,009,008,000,009,008,009
648,Fábio Santos,br BRA,ZG,Corinthians,37,1985,25,20,1.673,18.6,0.22,0.05,0.27,0.00,0.22,0.27,0.38,0.00,0.22,0.01,0.02,0.00,1.29,4.35,3.17,022,005,027,000,005,022,002,024,001,003
649,Juan Santos,br BRA,AT,São Paulo,20,2002,27,13,1.279,14.2,0.07,0.07,0.14,0.07,0.00,0.00,0.14,0.00,0.19,0.19,0.14,0.28,2.25,1.76,8.73,007,007,014,007,014,019,014,033,019,033
650,Júnior Santos,br BRA,AT,Botafogo (RJ),28,1994,37,30,2.163,24.0,0.29,0.04,0.33,0.29,0.00,0.00,0.08,0.00,0.27,0.27,0.10,0.33,5.04,2.00,8.63,029,004,033,029,033,028,009,037,028,037
651,Kauan Santos,br BRA,AT,Palmeiras,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,0,0,000,000,000,000,000,175,000,175,175,175
652,Luis Eduardo Marques dos Santos,br BRA,ZG,Fortaleza,25,1997,7,4,385,4.3,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.07,0.00,1.16,2.33,5.81,000,000,000,000,000,001,007,008,001,008
653,Matheus Santos,br BRA,"AT,LT",Goiás,24,1998,7,1,195,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.09,0.09,0.00,0.00,2.73,3.18,8.18,000,000,000,000,000,009,001,011,009,011
654,Pedrinho Santos,br BRA,"AT,LT",Corinthians,16,2006,15,7,618,6.9,0.14,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.16,0.16,0.03,0.14,3.77,3.04,7.54,015,000,015,015,015,016,003,019,016,019
655,Renzo Saravia,ar ARG,ZG,Atlético Mineiro,29,1993,26,20,1.708,19.0,0.00,0.11,0.11,0.00,0.00,0.00,0.42,0.05,0.03,0.03,0.05,0.05,2.11,3.95,3.47,000,011,011,000,011,003,005,008,003,008
656,Eduardo Sasha,br BRA,"AT,LT",Red Bull Bragantino,30,1992,33,31,2.229,24.8,0.44,0.12,0.56,0.32,0.12,0.12,0.12,0.00,0.46,0.36,0.17,0.52,0.93,3.31,5.69,044,012,057,032,044,046,017,063,037,054
657,Lucas Sasha,br BRA,LT,Fortaleza,32,1990,19,10,1.016,11.3,0.00,0.09,0.09,0.00,0.00,0.00,0.27,0.00,0.05,0.05,0.03,0.09,0.62,5.31,1.42,000,009,009,000,009,005,003,008,005,008
658,Gustavo Sauer,br BRA,"AT,LT",Botafogo (RJ),29,1993,6,4,258,2.9,0.69,0.34,1.03,0.69,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.00,1.72,4.48,6.21,070,035,105,070,105,009,015,024,009,024
659,Cleiton Schwengber,br BRA,G,Red Bull Bragantino,25,1997,33,33,2.970,33.0,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.03,0.00,0.00,0.00,0.00,0.00,0.03,0.00,000,000,000,000,000,000,000,000,000,000
660,Luis Segovia,ec ECU,ZG,Botafogo (RJ),25,1997,2,1,95,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.00,0.91,1.82,0.00,000,000,000,000,000,000,000,000,000,000
661,Matias Segovia,py PAR,AT,Botafogo (RJ),20,2003,21,2,651,7.2,0.00,0.14,0.14,0.00,0.00,0.00,0.28,0.00,0.13,0.13,0.21,0.28,5.97,4.58,10.3,000,014,014,000,014,012,021,033,012,033
662,Sidimar,br BRA,ZG,Goiás,30,1992,18,12,1.007,11.2,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.06,0.06,0.02,0.00,0.09,1.79,0.00,000,000,000,000,000,006,001,008,006,008
663,Aderlan Silva,br BRA,ZG,Red Bull Bragantino,32,1990,22,17,1.421,15.8,0.00,0.13,0.13,0.00,0.00,0.00,0.38,0.06,0.03,0.03,0.08,0.06,1.46,5.32,2.59,000,013,013,000,013,002,008,010,002,010
664,Gabriel Silva,br BRA,"AT,LT",Coritiba,20,2002,4,1,91,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,2.00,2.00,7.00,000,000,000,000,000,013,000,013,013,013
665,Luan Silva,br BRA,LT,São Paulo,23,1999,11,8,608,6.8,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.01,0.01,0.00,0.00,0.74,2.79,1.03,000,000,000,000,000,002,000,002,002,002
666,Lucas Silva,br BRA,LT,Cruzeiro,29,1993,20,18,1.473,16.4,0.00,0.12,0.12,0.00,0.00,0.00,0.18,0.00,0.05,0.05,0.12,0.12,1.89,7.74,2.44,000,012,012,000,012,005,012,018,005,018
667,Lucas Silva,br BRA,LT,Grêmio,29,1993,4,3,222,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,5.60,0.80,000,000,000,000,000,000,002,002,000,002
668,Nathan Silva,br BRA,ZG,Atlético Mineiro,25,1997,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.03,0.03,0.07,0.00,1.00,3.75,0.25,000,000,000,000,000,004,008,011,004,011
669,Ricardo Silva,br BRA,ZG,América (MG),30,1992,20,18,1.610,17.9,0.06,0.00,0.06,0.06,0.00,0.00,0.17,0.00,0.04,0.04,0.01,0.00,0.56,2.46,0.06,006,000,006,006,006,004,000,004,004,004
670,Wellington Silva,br BRA,AT,Cuiabá,30,1993,29,13,1.336,14.8,0.07,0.14,0.20,0.07,0.00,0.00,0.07,0.00,0.07,0.07,0.18,0.20,4.32,3.31,7.36,007,013,020,007,020,006,018,024,006,024
671,Maximiliano Silvera,uy URU,"LT,AT",Santos,25,1997,12,3,448,5.0,0.20,0.20,0.40,0.20,0.00,0.00,0.00,0.00,0.50,0.50,0.06,0.40,2.00,2.00,7.20,020,020,040,020,040,051,006,057,051,057
672,Simioni,br BRA,LT,Goiás,19,2003,1,0,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
673,Jailson Siqueira,br BRA,"LT,ZG",Palmeiras,27,1995,8,1,163,1.8,0.00,0.56,0.56,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.17,0.00,0.00,3.33,1.67,000,055,055,000,055,020,015,036,020,036
674,Islam Slimani,dz ALG,AT,Coritiba,34,1988,11,10,817,9.1,0.33,0.22,0.55,0.33,0.00,0.00,0.22,0.11,0.24,0.24,0.14,0.33,0.33,1.32,4.40,033,022,055,033,055,024,014,039,024,039
675,Everton Soares,br BRA,"AT,LT",Flamengo,26,1996,33,21,1.741,19.3,0.21,0.26,0.47,0.21,0.00,0.00,0.00,0.00,0.17,0.17,0.19,0.36,4.40,3.89,11.2,021,026,047,021,047,017,019,036,017,036
676,Tiquinho Soares,br BRA,AT,Botafogo (RJ),32,1991,33,30,2.436,27.1,0.63,0.15,0.77,0.44,0.18,0.26,0.37,0.00,0.48,0.28,0.10,0.37,0.92,1.92,5.61,063,015,078,044,059,049,010,058,028,038
677,Fernando Sobral,br BRA,LT,Cuiabá,28,1994,33,21,1.903,21.1,0.09,0.09,0.19,0.09,0.00,0.00,0.33,0.00,0.08,0.08,0.07,0.14,2.61,4.88,3.60,009,009,019,009,019,008,007,014,008,014
678,Yeferson Soteldo,ve VEN,"AT,LT",Santos,25,1997,22,17,1.556,17.3,0.06,0.35,0.40,0.06,0.00,0.00,0.29,0.12,0.12,0.12,0.33,0.40,6.94,4.45,9.08,006,035,040,006,040,012,033,044,012,044
679,Yago Souza,br BRA,LT,América (MG),16,2006,1,0,15,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,000,000,000,000,000,000,000,000,000,000
680,Everaldo Stum,br BRA,AT,Bahia,31,1991,33,25,2.178,24.2,0.37,0.04,0.41,0.29,0.08,0.08,0.25,0.00,0.28,0.21,0.10,0.29,1.49,2.31,5.70,037,004,041,029,033,028,010,038,021,032
681,Luis Suárez,uy URU,AT,Grêmio,36,1987,33,33,2.877,32.0,0.53,0.34,0.88,0.50,0.03,0.06,0.25,0.00,0.43,0.38,0.19,0.56,1.13,3.34,9.38,053,034,088,050,084,043,019,062,038,057
682,Bruno Tabata,br BRA,"LT,AT",Palmeiras,25,1997,5,1,124,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.07,0.00,4.29,7.86,13.6,000,000,000,000,000,028,005,033,028,033
683,Tadeu,br BRA,G,Goiás,30,1992,35,35,3.150,35.0,0.00,0.03,0.03,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.00,000,003,003,000,003,000,001,001,000,001
684,Talisson,br BRA,AT,Red Bull Bragantino,20,2002,7,1,151,1.7,1.76,0.00,1.76,1.76,0.00,0.00,0.00,0.00,0.76,0.76,0.00,0.59,5.29,2.94,6.47,179,000,179,179,179,078,000,078,078,078
685,Tchê Tchê,br BRA,"LT,ZG",Botafogo (RJ),30,1992,36,32,2.658,29.5,0.07,0.17,0.24,0.07,0.00,0.00,0.27,0.00,0.06,0.06,0.12,0.17,1.53,5.69,2.20,007,017,024,007,024,006,012,018,006,018
686,Alex Teixeira,br BRA,"AT,LT",Vasco da Gama,33,1990,22,13,1.131,12.6,0.08,0.24,0.32,0.08,0.00,0.00,0.08,0.00,0.25,0.25,0.13,0.32,2.14,2.22,4.68,008,024,032,008,032,025,013,037,025,037
687,David Terans,uy URU,"LT,AT",Ath Paranaense,28,1994,9,5,393,4.4,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.20,0.20,0.07,0.23,1.14,2.73,7.27,000,000,000,000,000,020,008,028,020,028
688,Miguel Terceros,bo BOL,"LT,AT",Santos,18,2004,2,0,34,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,2.50,2.50,0.00,000,000,000,000,000,006,034,040,006,040
689,Thaciano,br BRA,"LT,AT",Bahia,27,1995,35,35,2.887,32.1,0.19,0.19,0.37,0.12,0.06,0.06,0.12,0.00,0.29,0.24,0.07,0.31,0.97,3.49,3.89,019,019,037,012,031,029,007,037,024,032
690,Thiago,br BRA,"AT,LT",Ath Paranaense,22,2000,10,2,224,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.08,0.08,0.04,0.00,1.60,2.40,6.80,000,000,000,000,000,009,002,011,009,011
691,Guilherme Tinga,br BRA,ZG,Fortaleza,29,1993,31,29,2.583,28.7,0.03,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.07,0.07,0.06,0.10,1.74,4.15,4.08,003,000,003,003,003,007,006,013,007,013
692,Titi,br BRA,ZG,Fortaleza,34,1988,32,32,2.846,31.6,0.00,0.03,0.03,0.00,0.00,0.00,0.35,0.00,0.01,0.01,0.01,0.00,0.54,3.35,0.06,000,003,003,000,003,001,001,002,001,002
693,Stênio Toledo,br BRA,"AT,LT",Cruzeiro,19,2003,13,2,292,3.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.13,0.31,4.06,2.19,13.8,000,000,000,000,000,031,013,044,031,044
694,Uendel,br BRA,ZG,Cuiabá,34,1988,9,4,358,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,2.00,2.50,000,000,000,000,000,000,000,000,000,000
695,Júnior Urso,br BRA,LT,Coritiba,33,1989,6,2,298,3.3,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.09,0.09,0.03,0.00,1.21,3.94,1.21,000,000,000,000,000,009,003,013,009,013
696,Bruno Uvini,br BRA,ZG,Grêmio,31,1991,20,16,1.448,16.1,0.06,0.00,0.06,0.06,0.00,0.00,0.25,0.00,0.05,0.05,0.04,0.06,0.19,2.42,0.06,006,000,006,006,006,005,004,009,005,009
697,Enner Valencia,ec ECU,AT,Internacional,33,1989,22,18,1.442,16.0,0.56,0.06,0.63,0.50,0.06,0.13,0.25,0.00,0.56,0.46,0.06,0.50,2.75,1.00,9.19,056,006,062,050,056,056,006,063,046,052
698,Vanderlan,br BRA,ZG,Palmeiras,20,2002,14,9,909,10.1,0.00,0.20,0.20,0.00,0.00,0.00,0.50,0.00,0.03,0.03,0.13,0.10,1.98,2.08,6.04,000,020,020,000,020,003,013,016,003,016
699,Rodrigo Varanda,br BRA,"AT,LT",América (MG),20,2003,12,4,516,5.7,0.35,0.18,0.53,0.35,0.00,0.00,0.18,0.00,0.28,0.28,0.21,0.35,3.16,3.51,7.02,035,017,052,035,052,028,021,049,028,049
700,Guillermo Varela,uy URU,ZG,Flamengo,29,1993,5,3,233,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.31,5.38,5.38,000,000,000,000,000,000,000,000,000,000
701,Eduardo Vargas,cl CHI,AT,Atlético Mineiro,33,1989,12,4,470,5.2,0.19,0.00,0.19,0.19,0.00,0.00,0.58,0.00,0.06,0.06,0.21,0.19,1.15,2.12,4.81,019,000,019,019,019,005,021,026,005,026
702,Pablo Vegetti,ar ARG,AT,Vasco da Gama,34,1988,21,20,1.792,19.9,0.50,0.05,0.55,0.40,0.10,0.10,0.20,0.05,0.57,0.49,0.04,0.50,0.50,0.85,3.52,050,005,055,040,045,057,004,061,049,053
703,Raphael Veiga,br BRA,LT,Palmeiras,27,1995,31,30,2.453,27.3,0.33,0.26,0.59,0.29,0.04,0.07,0.18,0.00,0.26,0.21,0.26,0.44,2.93,6.81,4.43,033,026,059,029,055,026,026,053,021,047
704,Fausto Vera,ar ARG,LT,Corinthians,22,2000,21,17,1.381,15.3,0.07,0.13,0.20,0.07,0.00,0.00,0.39,0.00,0.05,0.05,0.09,0.13,0.98,4.58,1.05,007,013,020,007,020,005,009,014,005,014
705,Patrick Verhon,br BRA,AT,Bahia,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000
706,Lucas Veríssimo,br BRA,ZG,Corinthians,27,1995,15,15,1.304,14.5,0.07,0.14,0.21,0.07,0.00,0.00,0.28,0.07,0.05,0.05,0.04,0.07,0.28,2.21,0.21,007,014,021,007,021,005,004,009,005,009
707,Bruno Viana,br BRA,ZG,Coritiba,27,1995,10,9,811,9.0,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.03,0.03,0.00,0.00,0.44,2.89,0.11,000,000,000,000,000,003,000,003,003,003
708,Marcos Victor,br BRA,ZG,Bahia,21,2001,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
709,Paulo Victor,br BRA,ZG,Vasco da Gama,21,2001,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
710,Arturo Vidal,cl CHI,LT,Ath Paranaense,35,1987,7,6,380,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.02,0.02,0.07,0.00,0.24,3.33,4.29,000,000,000,000,000,003,007,010,003,010
711,Arturo Vidal,cl CHI,"LT,ZG",Flamengo,35,1987,6,2,252,2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.29,0.29,0.04,0.00,0.71,6.07,4.29,000,000,000,000,000,027,004,031,027,031
712,Felipe Vieira,0,ZG,Fluminense,0,0,7,1,203,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.04,0.00,1.30,3.48,1.30,000,000,000,000,000,008,002,010,008,010
713,Luan Vieira,br BRA,"AT,LT",Grêmio,29,1993,5,0,50,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.7,1.67,000,000,000,000,000,000,000,000,000,000
